universal_bigg_id,name,MNX,smiles_ok
ergstest_SC,Ergosterol ester  yeast specific C1695H2993O101,MNXM147104,
ergtetrol,Ergosta 5 7 22 24  28  tetraen 3beta ol C28H42O,MNXM1109,[H][C@@]1(CC[C@@]2([H])C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)\C=C\C(=C)C(C)C
ergtrol,Ergosta 5 7 24 28  trienol C28H44O,MNXM2492,
f26bp,D Fructose 2 6 bisphosphate C6H10O12P2,MNXM651,OC[C@@]1(OP([O-])([O-])=O)O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@@H]1O
fecost,Fecosterol C28H46O,MNXM1741,[H][C@@]1(CC[C@@]2([H])C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@]1([H])CC3)[C@H](C)CCC(=C)C(C)C
fmettrna,N-Formylmethionyl-tRNA,MNXM95381,
focytc,Ferrocytochrome c C42H53FeN8O6S2,MNXM5750,
for,Formate,MNXM39,O=C[O-]
fum,Fumarate,MNXM93,O=C([O-])/C=C/C(=O)[O-]
g6p_B,Beta D glucose 6 phosphate C6H11O9P,MNXM508,O[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H](O)[C@H]1O
gcald,Glycolaldehyde,MNXM349,O=CCO
ggdp,Geranylgeranyl diphosphate C20H33O7P2,MNXM139,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP([O-])(=O)OP([O-])([O-])=O
glp,Glycylpeptide C4H7N2O3R,MNXM96362,
glu5sa,L-Glutamate 5-semialdehyde,MNXM245,N[C@@H](CCC=O)C(=O)O
glutrna,L-Glutamyl-tRNA(Glu),MNXM89752,
gly,Glycine,MNXM29,NCC(=O)O
glyc3p,Glycerol 3-phosphate,MNXM66,O=P(O)(O)OCC(O)CO
gmp,GMP C10H12N5O8P,MNXM113,N=c1nc(O)c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1
gthrd,Reduced glutathione,MNXM57,N[C@@H](CCC(O)=N[C@@H](CS)C(O)=NCC(=O)O)C(=O)O
gtp,GTP C10H12N5O14P3,MNXM51,N=c1nc(O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1
h2o2,Hydrogen peroxide,MNXM22,OO
hLkynr,3 Hydroxy L kynurenine C10H12N2O4,MNXM576,Nc1c(O)cccc1C(=O)C[C@H]([NH3+])C([O-])=O
hcit,2 Hydroxybutane 1 2 4 tricarboxylate C7H7O7,MNXM5782,
hco3,Bicarbonate,MNXM60,O=C([O-])O
hdeACP,Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1),MNXM89949,
hemeA,Heme A C49H55FeN4O6,MNXM53309,[H]C(=O)C1=C(CCC(O)=O)C2=[N+]3C1=Cc1c(C)c(C(O)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)c4C=C5C(C)=C(C=C)C6=[N+]5[Fe--]3(n14)n1c(=C6)c(C)c(CCC(O)=O)c1=C2
hemeO,Heme O C49H56FeN4O5,MNXM1278,C=CC1=C(C)c2cc3[nH]c(cc4[n-]c(cc5nc(cc1n2)C(C)=C5CCC(=O)O)c(CCC(=O)[O-])c4C)c(C)c3C(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C.[Fe+2]
hexc,Hexacosanoate  n C260  C26H51O2,MNXM1833,
hexccoa,Hexacosanoyl CoA  n C260CoA  C47H82N7O17P3S,MNXM1479,
hexdp,All trans Hexaprenyl diphosphate C30H49O7P2,MNXM1067,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COP([O-])(=O)OP([O-])([O-])=O
histrna,L-Histidyl-tRNA(His),MNXM89831,
hmgcoa,Hydroxymethylglutaryl CoA C27H39N7O20P3S,MNXM36493,CC(O)(CC([O-])=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
hpglu,Tetrahydropteroyltri L glutamate C24H34N8O12,MNXM2563,Nc1nc2NC[C@H](CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC([O-])=O)C([O-])=O)C([O-])=O)C([O-])=O)Nc2c(=O)[nH]1
iamoh,Isoamyl alcohol C5H12O,MNXM1670,CC(C)CCO
ibutac,Isobutyl acetate C6H12O2,MNXM57835,CC(C)COC(C)=O
ibutoh,Isobutyl alcohol C4H10O,MNXM5188,CC(C)CO
id3acald,Indole 3 acetaldehyde C10H9NO,MNXM518,[H]C(=O)Cc1c[nH]c2ccccc12
iletrna,L-Isoleucyl-tRNA(Ile),MNXM89832,
ind3ac,Indole 3 acetate C10H8NO2,MNXM383,[O-]C(=O)Cc1c[nH]c2ccccc12
ind3acnl,Indole 3 acetonitrile C10H8N2,MNXM1746,N
ind3eth,Indole 3 ethanol C10H11NO,MNXM1686,OCCc1c[nH]c2ccccc12
indpyr,Indolepyruvate C11H8NO3,MNXM315,[O-]C(=O)C(=O)Cc1c[nH]c2ccccc12
ipc126_SC,Inositol phosphorylceramide  ceramide 1  26C   yeast specific C5000H9900N100O1100P100,MNXM11885,
ipc224_SC,Inositol phosphorylceramide  ceramide 2  24C   yeast specific C4800H9500N100O1200P100,MNXM11886,
ipc226_SC,Inositol phosphorylceramide  ceramide 2  26C   yeast specific C5000H9900N100O1200P100,MNXM11887,
ipc324_SC,Inositol phosphorylceramide  ceramide 3  24C   yeast specific C4800H9500N100O1300P100,MNXM11888,
ipc326_SC,Inositol phosphorylceramide  ceramide 3  26C   yeast specific C5000H9900N100O1300P100,MNXM11889,
ipdp,Isopentenyl diphosphate,MNXM83,C=C(C)CCOP(=O)(O)OP(=O)(O)O
itacon,Itaconate C5H4O4,MNXM1747,[O-]C(=O)CC(=C)C([O-])=O
lac__D,D-Lactate,MNXM285,C[C@@H](O)C(=O)O
lac__L,L-Lactate,MNXM179,C[C@H](O)C(=O)[O-]
lanostest_SC,Lanosterol ester  yeast specific C1697H2999O101,MNXM147133,
leu__L,L-Leucine,MNXM140,CC(C)C[C@H](N)C(=O)O
leutrna,L-Leucyl-tRNA(Leu),MNXM697,
lpam,Lipoamide C8H15NOS2,MNXM1024,NC(=O)CCCC[C@@H]1CCSS1
lys__L,L-Lysine,MNXM78,NCCCC[C@H](N)C(=O)O
m1macchitppdol,Alpha D mannosyl beta D mannosyl diacylchitobiosyldiphosphodolichol C43H74N2O27P2,MNXM4456,
m4macchitppdol, alpha D Mannosyl 4 beta D mannosyl diacetylchitobiosyldiphosphodolichol C61H104N2O42P2,MNXM91785,
macchitppdol,Beta D Mannosyldiacetylchitobiosyldiphosphodolichol C37H64N2O22P2,MNXM4485,[H]\C(CC\C(C)=C(/[H])CC\C(C)=C(\[H])CCC([H])(C)CCOP([O-])(=O)OP([O-])(=O)O[C@@]1([H])O[C@]([H])(CO)[C@@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O[C@]3([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]3([H])O)[C@]([H])(O)[C@@]2([H])[NH+]=C(C)[O-])[C@]([H])(O)[C@@]1([H])[NH+]=C(C)[O-])=C(\C)CCC=C(C)C
malACP,Malonyl-[acyl-carrier protein],MNXM184,[O-]C(=O)CC(=O)S[*]
mal__L,L-Malate,MNXM98,O=C(O)C[C@H](O)C(=O)O
malcoa,Malonyl CoA C24H33N7O19P3S,MNXM40,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(O)=NCCC(O)=NCCSC(=O)CC(=O)O
manmi1p__D,Mannose 1D myo Inositol 1 phosphate C12H21O14P1,MNXM61129,OC[C@H]1OC(O[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]2OP([O-])([O-])=O)[C@@H](O)[C@@H](O)[C@@H]1O
mettrna,L-Methionyl-tRNA (Met),MNXM90636,
mev__R, R  Mevalonate C6H11O4,MNXM333,C[C@@](O)(CCO)CC([O-])=O
mhpglu,5 Methyltetrahydropteroyltri L glutamate C25H36N8O12,MNXM2623,CN1[C@@H](CNc2ccc(cc2)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC([O-])=O)C([O-])=O)C([O-])=O)C([O-])=O)CNc2nc(N)[nH]c(=O)c12
mi13456p,1D myo Inositol 1 3 4 5 6 pentakisphosphate C6H7O21P5,MNXM162334,
mi1345p,1D myo Inositol 1 3 4 5 tetrakisphosphate C6H8O18P4,MNXM146054,
mi1456p,1D myo Inositol 1 4 5 6 tetrakisphosphate C6H8O18P4,MNXM91848,
mi145p,1D myo Inositol 1 4 5 trisphosphate C6H9O15P3,MNXM145560,
mip2c124_SC,Mannose  inositol P 2 ceramide  ceramide 1  24C   yeast specific C6000H11500N100O2400P200,MNXM19191,
mip2c224_SC,Mannose  inositol P 2 ceramide  ceramide 2  24C   yeast specific C6000H11500N100O2500P200,MNXM19193,
mip2c226_SC,Mannose  inositol P 2 ceramide  ceramide 2  26C   yeast specific C6200H11900N100O2500P200,MNXM19194,
mip2c324_SC,Mannose  inositol P 2 ceramide  ceramide 3  24C   yeast specific C6000H11500N100O2600P200,MNXM19195,
mipc226_SC,Mannose inositol phosphorylceramide  ceramide 2  26C   yeast specific C5600H10900N100O1700P100,MNXM12211,
mlthf,"5,10-Methylenetetrahydrofolate",MNXM183,N=c1nc(O)c2c([nH]1)NCC1CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)CN21
nac,Nicotinate,MNXM274,O=C([O-])c1cccnc1
nadp,Nicotinamide adenine dinucleotide phosphate,MNXM5,N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
nadph,Nicotinamide adenine dinucleotide phosphate - reduced,MNXM6,N=C(O)C1=CN([C@H]2O[C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]3O[C@H](n4cnc5c(N)ncnc54)[C@@H](OP(=O)(O)O)[C@H]3O)[C@H](O)[C@@H]2O)C=CC1
ncam,Nicotinamide,MNXM216,N=C(O)c1cccnc1
nh4,Ammonium,MNXM15,[NH4+]
nmn,NMN C11H14N2O8P,MNXM355,N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])O)[C@@H](O)[C@H]2O)c1
o2,O2 O2,MNXM4,O=O
ocdcaACP,Octadecanoyl-ACP (n-C18:0ACP),MNXM3075,
ocdcyaACP,Octadecynoyl ACP  n C182ACP  C29H51N2O8PRS,MNXM5248,
ocdcya,Octadecadienoate  n C182  C18H31O2,MNXM4069,
ocdycacoa,Octadecynoyl CoA  n C182CoA  C39H62N7O17P3S,MNXM1768,
octeACP,Cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1),MNXM89950,
oh1,Hydroxide ion HO,MNXM2,[H]O[H]
orn,Ornithine,MNXM89689,NCCC[C@H](N)C(=O)O
oxag,Oxaloglutarate C7H5O7,MNXM2929,[O-]C(=O)CCC(C([O-])=O)C(=O)C([O-])=O
pa_SC,Phosphatidate  yeast specific C3540H6544O800P100,MNXM2554,
pacald,Phenylacetaldehyde,MNXM473,O=CCc1ccccc1
pan4p,Pantetheine 4'-phosphate,MNXM373,CC(C)(COP(=O)(O)O)C(O)C(O)=NCCC(O)=NCCS
pap,"Adenosine 3',5'-bisphosphate",MNXM45,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O
pe_SC,Phosphatidylethanolamine  yeast specific C3740H7244N100O800P100,MNXM90651,
pendp,All trans Pentaprenyl diphosphate C25H41O7P2,MNXM2210,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COP([O-])(=O)OP([O-])([O-])=O
pg_SC,Phosphatidylglycerol  yeast specific C3840H7244O1000P100,MNXM92562,
pheme,Protoheme C34H30FeN4O4,MNXM249,C=Cc1c(C)c2cc3nc(cc4nc(cc5[nH]c(cc1[n-]2)c(C)c5C=C)C(C)=C4CCC(=O)O)C(CCC(=O)[O-])=C3C.[Fe+2]
phetrna,L-Phenylalanyl-tRNA(Phe),MNXM89802,
pi,Phosphate,MNXM9,O=P([O-])([O-])[O-]
ppcoa,Propanoyl-CoA,MNXM86,CCC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
ppi,Diphosphate,MNXM11,O=P([O-])([O-])OP(=O)([O-])[O-]
ppmi12346p,5 Diphosphoinositol pentakisphosphate C6H6O27P7,MNXM1715,[O-]P([O-])(=O)O[C@@H]1[C@H](OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@H](OP([O-])(=O)OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@@H]1OP([O-])([O-])=O
ps_SC,Phosphatidylserine  yeast specific C3840H7144N100O1000P100,MNXM90655,
psph1p,Phytosphingosine 1 phosphate C18H39NO6P,MNXM3337,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H]([NH3+])COP([O-])([O-])=O
ptd135bp_SC,1 Phosphatidyl D myo inositol 3 5 bisphosphate  yeast specific C4140H7444O1900P300,MNXM147658,
ptd145bp_SC,1 Phosphatidyl D myo inositol 4 5 bisphosphate  yeast specific C4140H7444O1900P300,MNXM91831,
ptd1ino_SC,Phosphatidyl 1D myo inositol  yeast specific C4140H7644O1300P100,MNXM2273,
ptd3ino_SC,Phosphatidyl 1D myo 3 inositol  yeast specific C4140H7544O1600P200,MNXM5893,
ptd4ino_SC,Phosphatidyl 1D myo 4 inositol  yeast specific C4140H7544O1600P200,MNXM4779,
q6h2,Ubiquinol 6 C39H60O4,MNXM5319,COc1c(O)c(C)c(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)c(O)c1OC
rnam,N Ribosylnicotinamide C11H15N2O5,MNXM1115,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
saccrp__L,L Saccharopine C11H19N2O6,MNXM384,[NH3+][C@@H](CCCC[NH2+][C@@H](CCC([O-])=O)C([O-])=O)C([O-])=O
sbt__L,L Sorbitol C6H14O6,MNXM4638,OC[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO
sdhlam,S Succinyldihydrolipoamide C12H20NO4S2,MNXM3710,NC(=O)CCCCC(S)CCSC(=O)CCC([O-])=O
sph1p,Sphinganine 1 phosphate C18H39NO5P,MNXM487,CCCCCCCCCCCCCCC[C@@H](O)[C@@H]([NH3+])COP([O-])([O-])=O
sql,Squalene C30H50,MNXM292,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CCC=C(C)C
tchola,Taurocholic acid C26H45NO7S,MNXM2288,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCCS([O-])(=O)=O
thf,"5,6,7,8-Tetrahydrofolate",MNXM79,N=c1nc(O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2
thfglu,Tetrahydrofolyl Glu 2  C24H27N8O9,MNXM91741,
thmpp,Thiamine diphosphate,MNXM256,Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(=N)[nH]1
triglyc_SC,Triglyceride  yeast specific C5160H9566O600,MNXM93970,
trnaasn,TRNA Asn  C10H17O10PR2,MNXM90665,
trnaasp,TRNA(Asp),MNXM90752,
trnaile,TRNA(Ile),MNXM90879,
trnaleu,TRNA(Leu),MNXM90880,
trnalys,TRNA(Lys),MNXM90881,
trnamet,TRNA(Met),MNXM90882,
trnaphe,TRNA(Phe),MNXM90753,
trnatyr,TRNA(Tyr),MNXM90668,
trnaval,TRNA(Val),MNXM90885,
trp__L,L-Tryptophan,MNXM94,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
trptrna,L-Tryptophanyl-tRNA(Trp),MNXM89804,
ttc,Tetracosanoate  n C240  C24H47O2,MNXM114383,
tyr__L,L-Tyrosine,MNXM76,N[C@@H](Cc1ccc(O)cc1)C(=O)O
tyrtrna,L-Tyrosyl-tRNA(Tyr),MNXM89822,
udpgal,UDPgalactose,MNXM89795,O=c1nc(O)ccn1[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O
val__L,L-Valine,MNXM199,CC(C)[C@H](N)C(=O)O
valtrna,L-Valyl-tRNA(Val),MNXM90110,
xylt,Xylitol C5H12O5,MNXM510,OC[C@H](O)[C@@H](O)[C@H](O)CO
zym_int1,Zymosterol intermediate 1 C28H44O3,MNXM91328,
zym_int2,Zymosterol intermediate 2 C27H42O,MNXM97119,
zymstest_SC,Zymosterol ester  yeast specific C1694H2993O101,MNXM147334,
2ombz,"2-Octaprenyl-6-methoxy-1,4-benzoquinone",MNXM1903,COC1=CC(=O)C=C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C1=O
3AStmyn,"3""-Adenylylstreptomycin",MNXM14448,
3AStrmyn,3''-Adenylylspectinomycin,MNXM9930,[H][C@]1(COP([O-])(=O)O[C@@]2([H])[C@]([H])([NH2+]C)[C@]([H])(O)[C@]([H])([NH2+]C)[C@@]3([H])O[C@@]4(O)C(=O)C[C@@]([H])(C)O[C@@]4([H])O[C@]23[H])O[C@@]([H])(n2cnc3c(N)ncnc23)[C@]([H])(O)[C@]1([H])O
3mbdhl,S-(3-Methylbutanoyl)-dihydrolipoamide,MNXM5589,CC(C)CC(=O)SCCC(S)CCCCC(N)=O
4izp,4-Imidazolone-5-propanoate,MNXM90394,[O-]C(=O)CC[c-]1[nH]c[nH+]c1=O
Stmyn,Streptomycin,MNXM1091,C[NH2+][C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=[NH2+])[C@@H](O)[C@@H]2NC(N)=[NH2+])O[C@@H](C)[C@]1(O)C=O
acmam,N-Acetyl-D-muramoate,MNXM12354,
acmama,N-Acetyl-D-muramoyl-L-alanine,MNXM4053,C[C@H](NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O)C([O-])=O
alpro,S Aminomethyldihydrolipoylprotein CH6NS2X,MNXM81221,
bgly,N-Benzoylglycine,MNXM1577,[O-]C(=O)CNC(=O)c1ccccc1
clpn_EC,Cardiolipin (Ecoli),MNXM91138,
clpn_SA,Cardiolipin (Saureus),MNXM92162,
cpppg1,Coproporphyrinogen I,MNXM1322,Cc1c2Cc3[nH]c(Cc4[nH]c(Cc5[nH]c(Cc([nH]2)c1CCC([O-])=O)c(C)c5CCC([O-])=O)c(C)c4CCC([O-])=O)c(C)c3CCC([O-])=O
dgdcg_SA,Diglucosyl-diacylglycerol (SA),MNXM50699,
dhlpro,Dihydrolipolprotein H2S2X,MNXM1663,
fa10,Fatty acid (Anteiso-C17:1),MNXM8600,
fa11,Fatty acid (Iso-C17:0),MNXM163384,
fa19a,Fatty Acid (Anteiso-C19:0),MNXM92313,
fa4,Fatty acid (Anteiso-C15:0),MNXM163380,
fa5,Fatty acid (Iso-C16:1),MNXM8601,
fdxox,Oxidized ferredoxin,MNXM178,
fdxrd,Reduced ferredoxin,MNXM169,
forglu,N-Formimidoyl-L-glutamate,MNXM496,[H]C(=[NH2+])N[C@@H](CCC([O-])=O)C([O-])=O
glcp_SA,Glucosyl Phosphoglycerol (SA),MNXM11696,
hepdp,All-trans-Heptaprenyl diphosphate,MNXM1722,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COP([O-])(=O)OP([O-])([O-])=O
lac6p,Lactose-6-phosphate,MNXM2128,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](COP([O-])([O-])=O)[C@H](O)[C@H](O)[C@H]1O
lpro,Lipoylprotein S2X,MNXM998,
male,Maleate,MNXM1239,[O-]C(=O)\C=C/C([O-])=O
nop,D-Nopaline,MNXM3248,NC(=[NH2+])NCCC[C@H]([NH2+][C@H](CCC([O-])=O)C([O-])=O)C([O-])=O
octp,Octopine,MNXM3008,C[C@@H]([NH2+][C@@H](CCCNC(N)=[NH2+])C([O-])=O)C([O-])=O
pala_SA2,Phosphatidylalanine SA2,MNXM3692,
pg_SA,Phosphatidylglycerol (Saureus),MNXM91683,
pgly_SA,Phosphatidylglycine SA,MNXM6380,
pime,Pimelate,MNXM2555,[O-]C(=O)CCCCCC([O-])=O
pleu_SA2,Phosphatidylleucine SA2,MNXM3696,
plys_SA2,Phosphatidyllysine SA2,MNXM3697,
plys_SA,Phosphatidyllysine SA,MNXM6382,
ps_SA,Phosphatidylserine (Saureus),MNXM92574,
salcn6p,Salicin 6-phosphate,MNXM3356,OCc1ccccc1O[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H](O)[C@H]1O
salcn,Salicin C13H18O7,MNXM2561,OC[C@H]1O[C@@H](Oc2ccccc2CO)[C@H](O)[C@@H](O)[C@@H]1O
tcam,"Minor teichoic acid (acetylgalactosamine glucose phosphate, n=30)",MNXM5305,
udcp,Undecaprenol,MNXM7049,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CO
uppg1,Uroporphyrinogen I,MNXM1123,[O-]C(=O)CCc1c2Cc3[nH]c(Cc4[nH]c(Cc5[nH]c(Cc([nH]2)c1CC([O-])=O)c(CCC([O-])=O)c5CC([O-])=O)c(CCC([O-])=O)c4CC([O-])=O)c(CCC([O-])=O)c3CC([O-])=O
urcan,Urocanate C6H5N2O2,MNXM700,[O-]C(=O)\C=C\c1c[nH]cn1
chitob,Chitobiose C16H28N2O11,MNXM147448,
feroxB,Ferrioxamine-B,MNXM162837,CC(=O)N1CCCCCNC(=O)CCC(=O)N2CCCCCNC(=O)CCC(=O)N(CCCCC[NH3+])O[Fe](O1)O2
feroxEfe,Ferrioxamine-E-fe,MNXM146392,
airs,Aminoimidazole-riboside,MNXM147036,
feroxE,Ferrioxamine-E,MNXM97708,O=C1CCC(=O)N2CCCCCNC(=O)CCC(=O)N3CCCCCNC(=O)CCC(=O)N(CCCCCN1)O[Fe](O2)O3
scys__L,S-Sulfo-L-cysteine,MNXM2428,[NH3+][C@@H](CSS([O-])(=O)=O)C([O-])=O
23dhbzs3,2-3-dihydroxybenzoylserine trimer,MNXM145882,O=C(O)C(COC(=O)C(COC(=O)C(CO)N=C(O)c1cccc(O)c1O)N=C(O)c1cccc(O)c1O)N=C(O)c1cccc(O)c1O
tag__D,D-Tagatose,MNXM92401,OC[C@@H](O)[C@H](O)[C@H](O)C(=O)CO
guln__L,L-gulonate,MNXM1927,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C([O-])=O
feroxBfe,Ferrioxamine-B-fe,MNXM146391,
remnant1,Residual-atoms-of-reaction-DMBZIDSYN,MNXM147606,
copre2,Cobalt-precorrin-2,MNXM1420,C[C@]1(CC([O-])=O)[C@H](CCC([O-])=O)C2=CC3=[N+]4C(Cc5c(CCC([O-])=O)c(CC([O-])=O)c6C=C7[N+]8=C(C=C1N2[Co--]48n56)[C@@H](CCC([O-])=O)[C@]7(C)CC([O-])=O)=C(CCC([O-])=O)C3CC([O-])=O
diact,Diacetyl C4H6O2,MNXM1467,CC(=O)C(C)=O
5aptn,5-Aminopentanoate,MNXM792,[NH3+]CCCCC([O-])=O
oxptn,5-Oxopentanoate,MNXM1410,[H]C(=O)CCCC([O-])=O
rbt,Ribitol,MNXM1820,OC[C@H](O)[C@H](O)[C@H](O)CO
cellb,Cellobiose,MNXM1142,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O
glutcoa,Glutaryl-CoA mitochondria,MNXM382,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCC([O-])=O
3hoxpac,3 Hydroxyphenylacetic acid C8H8O3,MNXM1639,Oc1cccc(CC([O-])=O)c1
peng,Penicillin G C16H18N2O4S,MNXM1812,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)Cc1ccccc1)C([O-])=O
gicolipaBR1,R1 glucosyl inner core oligosaccharide lipid A with laurate C135H216N2O68P4,MNXM149180,
6apa,6 Aminopenicillanic acid C8H12N2O3S,MNXM2495,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2[NH3+])C([O-])=O
colipaB,Core oligosaccharide lipid A with laurate C159H256N2O88P4,MNXM148996,
gagggicolipaBR1,R1 galactosyl glucosyl glucosyl glucosyl inner core oligosaccharide lipid A with laurate C153H246N2O83P4,MNXM148500,
gggicolipaBR1,R1 glucosyl glucosyl glucosyl inner core oligosaccharide lipid A with laurate C147H236N2O78P4,MNXM149176,
LptA,Periplasmic lipid A binding protein ,MNXM148424,
enlipidA,1' Phosphoethanolamin lipidIVa C70H132N3O26P3,MNXM147659,
gicolipaAR1,R1 glucosyl inner core oligosaccharide lipid A C137H220N2O68P4,MNXM149179,
lipidA_core_e,2 3 2'3' Tetrakis beta hydroxymyristoyl  D glucosaminyl 1 6 beta D glucosamine 1 4' bisphosphate C68H126N2O23P2,MNXM148612,
cdigmp,Cyclic diguanosine monophosphate,MNXM148172,
nicrns,Nicotinate D-ribonucleoside,MNXM1915,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)[n+]1cccc(c1)C([O-])=O
3hmp,3-Hydroxy-2-methylpropanoate,MNXM396,CC(CO)C([O-])=O
6pgg,"6-Phospho-beta-D-glucosyl-(1,4)-D-glucose",MNXM147389,O=P(O)(O)OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
2ohph_5,2-Octaprenyl-6-hydroxyphenol (5 repeating units),MNXM5483,
2omph_5,2-Octaprenyl-6-methoxyphenol (5 repeating units),MNXM4300,
5mthf,5-Methyltetrahydrofolate,MNXM318,CN1c2c(O)nc(=N)[nH]c2NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
amuco,2-Aminomuconate,MNXM1131,[NH3+]\C(=C/C=C/C([O-])=O)C([O-])=O
dhor__S,(S)-Dihydroorotate,MNXM252,O=C(O)[C@@H]1CC(O)=NC(O)=N1
2omhmbl_5,"2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol (5 repeating units)",MNXM6752,
